celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,第1周_反向均值,第1周_反向25%CI,第1周_反向75%CI,第2周_反向均值,第2周_反向25%CI,第2周_反向75%CI,第3周_反向均值,第3周_反向25%CI,第3周_反向75%CI,第4周_反向均值,第4周_反向25%CI,第4周_反向75%CI,第5周_反向均值,第5周_反向25%CI,第5周_反向75%CI,第6周_反向均值,第6周_反向25%CI,第6周_反向75%CI,第7周_反向均值,第7周_反向25%CI,第7周_反向75%CI,第8周_反向均值,第8周_反向25%CI,第8周_反向75%CI,第9周_反向均值,第9周_反向25%CI,第9周_反向75%CI,第10周_反向均值,第10周_反向25%CI,第10周_反向75%CI,第11周_反向均值,第11周_反向25%CI,第11周_反向75%CI
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,11,0.061874686851693825,0.04604792059562628,0.08002964277701866,0.061874686851693825,0.04604792059562628,0.08002964277701866,0.06576826104365982,0.04938772953925913,0.08488571109461504,,,,,,,,,,,,,,,,,,,,,,,,
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,8,0.08582526027945252,0.06037542314744896,0.1110584773557914,0.08582526027945252,0.06037542314744896,0.1110584773557914,0.09100867963013579,0.06498295587166521,0.11722725816455243,0.09673660099893801,0.06984542244277904,0.12358727914386762,0.10431080847921524,0.07630810313163619,0.1330983943997162,0.10431080847921524,0.07630810313163619,0.1330983943997162,0.11233903680748245,0.08232433088775042,0.14221064154545132,,,,,,,,,,,,
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,6,0.258446676024246,0.13021778676712026,0.36931023182513967,0.258446676024246,0.13021778676712026,0.36931023182513967,0.2709871175809921,0.13716646302227464,0.38844844426854325,0.28430263800214994,0.14519449176865273,0.4056407913047734,0.30109983871602936,0.15574460021910497,0.4274149894328495,0.30109983871602936,0.15574460021910497,0.4274149894328495,0.3190485854670625,0.16635477557439304,0.45223740358997644,0.3796256262145304,0.20336023310309298,0.5375114101911702,,,,,,,,,
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,9,0.06444466059126956,0.044824988903936325,0.08576056396321301,0.06444466059126956,0.044824988903936325,0.08576056396321301,0.06887494605885769,0.048634708323081276,0.09110180036829973,0.07349464036524742,0.05307163252940499,0.0962900910497782,0.0792053475995744,0.05708031993892102,0.1045121345844679,0.0792053475995744,0.05708031993892102,0.1045121345844679,,,,,,,,,,,,,,,
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,7,0.08387982470263328,0.058891968200923794,0.10902636197472912,0.08387982470263328,0.058891968200923794,0.10902636197472912,0.08911084892273459,0.06308097638180617,0.11595972693595608,0.09458280789581193,0.06751773639895602,0.121926480789067,0.10203952191749097,0.07333231651652841,0.1305968223020209,0.10203952191749097,0.07333231651652841,0.1305968223020209,0.10993065959296759,0.07953801342300516,0.13964347672088204,,,,,,,,,,,,
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,5,0.04737378807262975,0.020691768071386292,0.07279061994848565,0.04737378807262975,0.020691768071386292,0.07279061994848565,0.0509610967855256,0.02355496830720162,0.07709558451352559,0.05481051103417077,0.02637885310675684,0.08263575842630276,0.06039970703234276,0.031175516913201248,0.09004607851348954,0.06039970703234276,0.031175516913201248,0.09004607851348954,0.06644296362325543,0.03475469290361398,0.09707924252563427,0.08657878177601805,0.051046100783865414,0.12246951987721813,0.13814538118316033,0.10285469016213034,0.17840576210763073,,,,,,
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2,0.14049670523352598,0.05465956482734603,0.2051728789890171,0.14049670523352598,0.05465956482734603,0.2051728789890171,0.1479182249750301,0.05970886508162192,0.21498557794938522,0.15550781742137681,0.06418290381608778,0.22703850426393454,0.1656633763705924,0.07064011053000863,0.2388863276112711,0.1656633763705924,0.07064011053000863,0.2388863276112711,0.17653621229500563,0.0763261863117734,0.25136342505732995,0.21259501478772969,0.10453392914178547,0.29648562127976674,0.29939606707609345,0.18767031173809845,0.4032396226689252,0.5513007162724668,0.4161619508629527,0.6556881827648533,,,
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,12,0.06548488539585902,0.04747013557918939,0.0846674930981759,0.06548488539585902,0.04747013557918939,0.0846674930981759,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1,0.04765598518092327,0.001052288082647978,0.08674553977014571,0.04765598518092327,0.001052288082647978,0.08674553977014571,0.05114052328258808,0.003141172810588419,0.09166662991923985,0.055218623581223765,0.0048749716933447,0.09735070876530372,0.060475618423202135,0.00799442224624185,0.10482156836439108,0.060475618423202135,0.00799442224624185,0.10482156836439108,0.06600800061093569,0.011260937214609388,0.11263577638083591,0.08546353907968637,0.02393305060582946,0.1385052835964385,0.13526986092096957,0.06736130182797435,0.19991671833466215,0.2805705973830762,0.20173029315174007,0.3584664159706189,,,
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3,0.02888398835263264,-0.007293095227479869,0.06272394719550377,0.02888398835263264,-0.007293095227479869,0.06272394719550377,0.03175176964168576,-0.005466331247847309,0.06614689852215996,0.034712591087285166,-0.004340729985181538,0.07133314248695673,0.0391129151957752,-0.0019357232534832564,0.07680097206787391,0.0391129151957752,-0.0019357232534832564,0.07680097206787391,0.04356823816570038,0.0004965936137830318,0.08353944814333447,0.05969718916670493,0.011823921387571107,0.10567817930474549,0.10354975122107275,0.04673739643770086,0.15989067517126526,0.22955016058733202,0.17583271514310977,0.2953641551593727,,,
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,4,0.22123778265293545,0.12825681455476462,0.2970804535776643,0.22123778265293545,0.12825681455476462,0.2970804535776643,0.2323085868205983,0.1349064371442021,0.30948126424515504,0.24398689879658225,0.14328358619161458,0.32328409899436794,0.25921966207150704,0.15319594201967074,0.3406582029275299,0.25921966207150704,0.15319594201967074,0.3406582029275299,0.27545488915575467,0.16427297642193034,0.35963596173429785,0.3291655970119666,0.20318438249078072,0.43309114152323935,0.45654793831030577,0.29611446935101216,0.5895451370882017,,,,,,
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,10,0.07061739755256131,0.05031768336737538,0.09102844157473322,0.07061739755256131,0.05031768336737538,0.09102844157473322,0.07530942066955539,0.054405245616367504,0.09692384385731549,0.08028782888834185,0.05918113189803882,0.10285096217672152,,,,,,,,,,,,,,,,,,,,,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,13,0.06297083738432317,0.04668636875731673,0.08135354448656325,0.06297083738432317,0.04668636875731673,0.08135354448656325,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,8,0.07002689379409748,0.047729422984686166,0.09346836317514713,0.07002689379409748,0.047729422984686166,0.09346836317514713,0.07434516125169005,0.05107916138195614,0.0985738606239512,0.0789946662399156,0.05512520844634494,0.10385636115669561,0.09230054860502954,0.06549817169206665,0.11922178085544732,0.09230054860502954,0.06549817169206665,0.11922178085544732,0.09985490930625465,0.07132932075221576,0.12923750626458763,,,,,,,,,,,,
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,6,0.07108461484189811,0.04708318786218168,0.0961079626877205,0.07108461484189811,0.04708318786218168,0.0961079626877205,0.07545131917334616,0.050236147503446654,0.10146561296406562,0.08009715631272064,0.05371117624808486,0.10716987934997257,0.09274961063207729,0.06432759684805137,0.12305687780767352,0.09274961063207729,0.06432759684805137,0.12305687780767352,0.10050818281686148,0.06981307241332607,0.13308473282376732,0.11092996679632772,0.07845297285235711,0.14548158865987051,0.12443712217331312,0.09212025919825434,0.1621702705981923,,,,,,
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,7,0.07789985839398253,0.051979056983053745,0.10396193153438693,0.07789985839398253,0.051979056983053745,0.10396193153438693,0.08239822675599175,0.055393254879708156,0.10935422086803775,0.08720626173222744,0.05960898662036006,0.11547340995284985,0.10083691352337305,0.07219723958195057,0.13157031726836912,0.10083691352337305,0.07219723958195057,0.13157031726836912,0.10869776488053108,0.07832531185667248,0.14143993140605093,0.11984183793257795,0.08744593276462839,0.1547978801812091,,,,,,,,,
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3,0.05927068091582117,0.02420886739915793,0.09116250682063087,0.05927068091582117,0.02420886739915793,0.09116250682063087,0.06311018311861233,0.027176654769742677,0.09673186358474832,0.06736597604097978,0.030085965942172284,0.10226216745860872,0.07874796817589316,0.03781604823023042,0.11794148419779395,0.07874796817589316,0.03781604823023042,0.11794148419779395,0.08577232420715958,0.04316315688705325,0.12766593675288293,0.09560878332839477,0.05083789580658842,0.1384600948822414,0.10888919185384517,0.059734517330106054,0.15721276262586192,0.12445136794087815,0.07333965607961951,0.17677309703995228,0.19677728611651896,0.148432857936259,0.25217928126925265
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1,0.20573831243656424,0.1034331774024999,0.2842641522140546,0.20573831243656424,0.1034331774024999,0.2842641522140546,0.21517900898649894,0.11081138580173365,0.2951886021451898,0.22482557492839605,0.1181098530959934,0.3078800803556835,0.2530367291118871,0.13648625500514175,0.3425601635152864,0.2530367291118871,0.13648625500514175,0.3425601635152864,0.2684723851756296,0.14830858913168443,0.36098969158816496,0.28913171538728283,0.1638739473803394,0.3900469899328879,0.31745110327228987,0.18790199133215593,0.4222690452043743,0.3501397166234143,0.2146305293600093,0.4604391562324257,0.49565744774596193,0.3481184088723501,0.6208243503452318
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,9,0.06024513001235632,0.043304186388457365,0.07954007243718185,0.06024513001235632,0.043304186388457365,0.07954007243718185,0.06404704663382252,0.04638290726407085,0.08429454416128346,0.06812671012192752,0.04992530524106317,0.08931909079176012,0.08025459542733879,0.06020936907186066,0.10451384217243181,0.08025459542733879,0.06020936907186066,0.10451384217243181,,,,,,,,,,,,,,,
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,12,0.058261782448237605,0.04472576410076753,0.07487934186331867,0.058261782448237605,0.04472576410076753,0.07487934186331867,0.06188897639587817,0.047577116243180895,0.0789929500058838,,,,,,,,,,,,,,,,,,,,,,,,
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2,0.0836768138381309,0.03452266372487093,0.12519944122831275,0.0836768138381309,0.03452266372487093,0.12519944122831275,0.0884226577237836,0.03754811176930335,0.1323681613560797,0.09336670030157522,0.04035893793897408,0.13976938541668188,0.10804981226117613,0.05097409528550707,0.1580792425264816,0.10804981226117613,0.05097409528550707,0.1580792425264816,0.11642079692807096,0.05800283327016748,0.16957381313866202,0.12800491285714177,0.06657655123981077,0.1851081791586867,0.14462232349520004,0.07958203328095294,0.21003280649322986,0.16277943670532044,0.0927630028552114,0.2292729040502114,0.24886891204814732,0.17071741441060945,0.3269453186156048
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,11,0.059297197948640926,0.04272402877188662,0.07789576187772594,0.059297197948640926,0.04272402877188662,0.07789576187772594,0.06338018800600141,0.04682594999338101,0.0826006205246655,0.0674097193824856,0.05026836408372617,0.08780977771949083,,,,,,,,,,,,,,,,,,,,,
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,10,0.07833004071139822,0.05507820208758246,0.10116794099998742,0.07833004071139822,0.05507820208758246,0.10116794099998742,0.08298138930931287,0.05902154796063347,0.10665330740778291,0.08767765460616164,0.06298351897348628,0.11202787048156222,,,,,,,,,,,,,,,,,,,,,
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,4,0.04720111850973039,0.015855169927406824,0.07711876474767876,0.04720111850973039,0.015855169927406824,0.07711876474767876,0.05061052397604881,0.018634394650186493,0.08227463007255928,0.05403630346941705,0.020702877694102763,0.08689148031708968,0.06405718184387177,0.027843205249947205,0.09926662020851992,0.06405718184387177,0.027843205249947205,0.09926662020851992,0.07056180071557848,0.032336314376602414,0.10744602230436998,0.07909939237219613,0.038662065402954096,0.11887242321846947,0.09114836824131864,0.04825901522725226,0.13508176981881737,0.10584363707948989,0.05855250675071888,0.1536654552097087,0.17294585023815645,0.1292242720005607,0.2250749553858059
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,5,0.23081235307680129,0.12033629179897877,0.3300902765537301,0.23081235307680129,0.12033629179897877,0.3300902765537301,0.2417129131254072,0.12796921055707774,0.34497506883491885,0.2531069207447979,0.13450960102603488,0.3567140829858675,0.2848715689740558,0.1549131817279909,0.39794468031411556,0.2848715689740558,0.1549131817279909,0.39794468031411556,0.30240647402760146,0.16478382837998712,0.4224953041477121,0.32648977674444885,0.1788537891218968,0.45434595451430754,0.3579076929695137,0.20008065776674117,0.4916026164624917,0.39532128718293374,0.22231495323372688,0.5367982783023053,,,
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,11,0.06887223633762063,0.049760894496816345,0.08875751571832993,0.06887223633762063,0.049760894496816345,0.08875751571832993,0.07317389581863197,0.052782781616265144,0.0935003548219633,,,,,,,,,,,,,,,,,,,,,,,,
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,10,0.06265693596681955,0.0452615175566063,0.08255803857929472,0.06265693596681955,0.0452615175566063,0.08255803857929472,0.06654721949669741,0.04892024487381502,0.08743232005550693,0.07144295602929407,0.05345977518259564,0.0931530522229454,,,,,,,,,,,,,,,,,,,,,
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,8,0.33201640225325835,0.17922359106250088,0.46287055565277013,0.33201640225325835,0.17922359106250088,0.46287055565277013,0.3472676896664607,0.1883843973688614,0.48192025204179834,0.36621522484893726,0.19870004694076068,0.5057164391518613,0.38574995158907494,0.21064727864010652,0.5315224300409944,0.41442931243053704,0.23001015765753688,0.5713420062230664,,,,,,,,,,,,,,,
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,7,0.05859569065907919,0.027975897328807075,0.08486630807785206,0.05859569065907919,0.027975897328807075,0.08486630807785206,0.06262795760434098,0.030909158828585418,0.08995366311772462,0.06792010079113471,0.03504668844881238,0.09616212562415705,0.07327842424199829,0.038781481588154795,0.10334461632351935,0.08169111495156758,0.045270310616869675,0.113618671334273,0.13192658686234696,0.09470119101950153,0.16813390622425223,,,,,,,,,,,,
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,5,0.04822046482852204,0.022136099124661232,0.07463144666291031,0.04822046482852204,0.022136099124661232,0.07463144666291031,0.05185858186247454,0.024594642149975532,0.07898394808007923,0.056008402070895955,0.027971890540820596,0.08427902574812665,0.0607101074905466,0.031375441128265874,0.08960743729776072,0.06769235393905464,0.0366639322491664,0.09841437510353485,0.1117959312999343,0.08051535506234292,0.145249691672921,0.14455502142439985,0.10787059619997869,0.18705832617728246,,,,,,,,,
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,4,0.1980967914856676,0.11235571695014486,0.26542953398950714,0.1980967914856676,0.11235571695014486,0.26542953398950714,0.20769902534584683,0.11882327124392655,0.278914204819216,0.21958658172326903,0.12650911753187616,0.293469484223697,0.2318694596435609,0.13590309702598471,0.3091874957482535,0.2505068652210962,0.1493917572312699,0.33306321668989125,0.3584898157773647,0.24067677007046784,0.4518727196858768,0.44186530043698563,0.30023929130819493,0.5561006167549641,0.4975318877965435,0.3453371469520313,0.6257611833877235,,,,,,
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2,0.027936023525914514,-0.0029615752986962523,0.05438052899178049,0.027936023525914514,-0.0029615752986962523,0.05438052899178049,0.03054967172461069,-0.001802599855163673,0.05815167495906817,0.03408679559443115,0.0007662283509868238,0.06317916750502366,0.03761680679737761,0.0026088939983509064,0.06871592167051926,0.04277148599472023,0.005917992707763868,0.07549165043905512,0.07565729320177919,0.03296752233558948,0.1199460047238542,0.10079547806131361,0.04934704429496231,0.1536557402387372,0.11961365008884707,0.06503449011960727,0.17674099043546024,0.2285826474987876,0.16973001030739537,0.2961183601724663,,,
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1,0.13191242630795938,0.05690134033782595,0.1889045058825945,0.13191242630795938,0.05690134033782595,0.1889045058825945,0.13870088173080677,0.06162299026973109,0.19891692955367568,0.14674456741671515,0.06746330620239195,0.20945647107560772,0.15565656631088007,0.07294390477645737,0.21992200360574596,0.16820499230283348,0.08063320709428357,0.23839122719100633,0.2442985647472151,0.14349471376254347,0.3325779886442637,0.3016698124807271,0.18961003686590006,0.40076344361387467,0.34105825797539796,0.22518396620647071,0.44627106259904414,0.5606283176441033,0.4254040173955466,0.672618398818088,,,
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,12,0.06335026315765056,0.046867760756215196,0.08204181298577415,0.06335026315765056,0.046867760756215196,0.08204181298577415,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,9,0.08095410612635735,0.05807059352818346,0.10302887060363392,0.08095410612635735,0.05807059352818346,0.10302887060363392,0.08594747374661481,0.062404445227713115,0.10914049594815578,0.09191619582307547,0.06729433392591193,0.11638081725550721,0.09822489605002184,0.07322279520192909,0.12357729904431299,,,,,,,,,,,,,,,,,,
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3,0.038770283289222544,0.001195834596744683,0.07268357471039247,0.038770283289222544,0.001195834596744683,0.07268357471039247,0.04207195773864142,0.0032876526622736685,0.07640495119157914,0.046306367922189305,0.0062256971338945,0.08235215617741033,0.05040968480569774,0.008514878040638923,0.08770481216075467,0.057384559228084595,0.013143734282224259,0.09882398149226945,0.0976868291356744,0.043316904708685114,0.1505340413099468,0.1299703263281385,0.06907108848530398,0.1927921088688743,0.15344510168801243,0.08901867550091133,0.21961797399393354,0.28302946604578777,0.21316046527857038,0.3571884535962839,,,
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,6,0.0533681993252778,0.028420166613381963,0.07978649049268877,0.0533681993252778,0.028420166613381963,0.07978649049268877,0.057030737623221896,0.031447256207972396,0.08424657373574512,0.061575353948265646,0.03462418349145833,0.0889195355290629,0.0664457877953502,0.037698502650678714,0.09532375881838791,0.07417916183398215,0.04426900645860923,0.10463646698994278,0.11990383837949808,0.08827256219423871,0.15434595167471699,,,,,,,,,,,,
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,10,0.06307889842395187,0.044760338968541764,0.08309889862221974,0.06307889842395187,0.044760338968541764,0.08309889862221974,0.0721187578377649,0.05186901898463031,0.09398265539775306,0.0721187578377649,0.05186901898463031,0.09398265539775306,0.07693307483170807,0.05644558767263434,0.10034246824775622,,,,,,,,,,,,,,,,,,
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3,0.08593294381574668,0.05292265455019921,0.11964012529760064,0.08593294381574668,0.05292265455019921,0.11964012529760064,0.09665832948271738,0.06080514097376924,0.13302158188928048,0.09665832948271738,0.06080514097376924,0.13302158188928048,0.10229987252540772,0.0650604205880269,0.1401712210792975,0.10969538192679107,0.0712475724533673,0.14842916511434256,0.11799592638532984,0.07834299727261038,0.1592803932013123,0.14525671356067624,0.10420292153835346,0.19205658264163242,0.16634177775410364,0.12423689085397524,0.2159471434094849,0.19805246619677475,0.1518940784143163,0.2517753648061485,,,
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1,0.21751696075670152,0.10056845989234771,0.31236563974208137,0.21751696075670152,0.10056845989234771,0.31236563974208137,0.2377024745406789,0.11468781705919277,0.3386341092675062,0.2377024745406789,0.11468781705919277,0.3386341092675062,0.2486414226238796,0.1227103673198586,0.3533822910797978,0.26213036602085377,0.13167761892317695,0.36956980699103686,0.27791809739458745,0.1438144486693254,0.3878212628389404,0.3241446159010262,0.17705522203479718,0.4432817216309629,0.3606207729895324,0.20636510939382793,0.4869538617874589,0.4140182301710021,0.250587298763411,0.5616905377711754,,,
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,11,0.05822638319425792,0.043289801658054225,0.07522324095074645,0.05822638319425792,0.043289801658054225,0.07522324095074645,0.06624245046569896,0.05088980041553662,0.08474778559313204,0.06624245046569896,0.05088980041553662,0.08474778559313204,,,,,,,,,,,,,,,,,,,,,
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,8,0.05985823338704556,0.04105443429356427,0.08038974951912284,0.05985823338704556,0.04105443429356427,0.08038974951912284,0.06802550207248373,0.04750260359476327,0.0911277827379929,0.06802550207248373,0.04750260359476327,0.0911277827379929,0.07269061295504815,0.05151389976261025,0.0962791354052077,0.07875539809025625,0.05635279509570335,0.10427743941147824,0.08613912026637709,0.06238761634305272,0.11263189636408484,,,,,,,,,,,,
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,6,0.08251636895708048,0.05421423418944803,0.1116051141088794,0.08251636895708048,0.05421423418944803,0.1116051141088794,0.09254805462996034,0.06136262491967859,0.1240122934072258,0.09254805462996034,0.06136262491967859,0.1240122934072258,0.09819557907771226,0.06575349440873896,0.13045449422685923,0.1053082931092767,0.07186946294522112,0.13935619526657717,0.11417190910858745,0.07988652619514272,0.14992362292845357,0.13990107312832742,0.10160142522049005,0.18141311221419357,,,,,,,,,
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,5,0.09210083580129969,0.059139162737993814,0.12411885653466141,0.09210083580129969,0.059139162737993814,0.12411885653466141,0.10337517571237868,0.06798449800046451,0.1384117703561218,0.10337517571237868,0.06798449800046451,0.1384117703561218,0.10963969047475203,0.07290910219683468,0.1466259255215342,0.11741637930379127,0.07958498534865216,0.15584657687198172,0.12636495195780023,0.08645692384144743,0.16549272473229676,0.15526921014649483,0.11002500654580143,0.20305611247547475,0.17721858234288246,0.12700622228100997,0.22989803298443115,,,,,,
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,13,0.05661353880252364,0.04175424466049495,0.07330112477269793,0.05661353880252364,0.04175424466049495,0.07330112477269793,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2,0.22139496372922854,0.10144718945790862,0.3301137638726659,0.22139496372922854,0.10144718945790862,0.3301137638726659,0.2414774036439557,0.11466943854096026,0.3516306525555108,0.2414774036439557,0.11466943854096026,0.3516306525555108,0.2522082273926519,0.12211353445421322,0.3660335884023187,0.26551421687228244,0.13087955289018327,0.38188596618413123,0.2815988957618009,0.14311572873912354,0.4048688466731636,0.3278965741941511,0.17776396593402133,0.46432716049793293,0.3633082099776088,0.2074741770180863,0.5066663315610352,0.4165551071427739,0.25343384374508027,0.5701735383906377,,,
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,12,0.07551336327018793,0.051286442192580356,0.09946706777168524,0.07551336327018793,0.051286442192580356,0.09946706777168524,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,9,0.06503181104877928,0.048308397599595404,0.0848733887477113,0.06503181104877928,0.048308397599595404,0.0848733887477113,0.07363765829804203,0.055361761312826385,0.09486988583014522,0.07363765829804203,0.055361761312826385,0.09486988583014522,0.07840571771078385,0.059504105031273534,0.10070691509271157,0.08431098637167861,0.06391709587606152,0.10880752916777268,,,,,,,,,,,,,,,
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,4,0.07180422254553678,0.03858528149288162,0.10412817972283583,0.07180422254553678,0.03858528149288162,0.10412817972283583,0.08074299315318312,0.04629996138078929,0.11566045990583022,0.08074299315318312,0.04629996138078929,0.11566045990583022,0.08568717555241238,0.04959152092086058,0.12228929057118611,0.09188155294376625,0.055126030391746086,0.13006850570613265,0.09915911262302832,0.061220894190591645,0.13843753838025585,0.12314154880402045,0.08258264384664399,0.16657962083585554,0.14128177791381683,0.09879646627204881,0.18758036558054464,0.16911838345494742,0.12218189317926435,0.22068897651786415,,,
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,7,0.09261452435121972,0.060650931961597224,0.12535527182994216,0.09261452435121972,0.060650931961597224,0.12535527182994216,0.10423941223822053,0.07004353247218184,0.14046610300061985,0.10423941223822053,0.07004353247218184,0.14046610300061985,0.11038022303326213,0.07448691414271162,0.14803755923082376,0.11794672981942629,0.08002321644878921,0.15641937514165585,0.12746218738643136,0.0878312671770799,0.16931142958434997,,,,,,,,,,,,
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,10,0.08171937370504512,0.06154487995044869,0.1026187041168237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,9,0.07642147558526122,0.05727890061095267,0.09901193490453805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,8,0.0752157757100162,0.055586911739414394,0.09820722712738592,0.08797744606060903,0.06663156556120778,0.11414369884088499,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,7,0.1317322608924855,0.08481700508413027,0.179899336853376,0.15146646264004235,0.09950588633201743,0.20444077438796196,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,6,0.07829020913810464,0.05209523784669044,0.10602893814736696,0.09233585391629115,0.06444500966661075,0.12323820997118491,0.11922230849045658,0.0863128128814217,0.15614968578184624,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,5,0.0843972440620359,0.058211437865100926,0.11250419960243752,0.0990723227413084,0.07108055630037675,0.13002730020867095,0.12751731004845615,0.09503545564833507,0.16350078138063637,,,,,,,,,,,,,,,,,,,,,,,,
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,4,0.11752962760233822,0.07609968897021736,0.15508498095868647,0.13630924126736443,0.09078270376952882,0.17709073246732002,0.17300537462263849,0.11966090010422498,0.22169827414972781,,,,,,,,,,,,,,,,,,,,,,,,
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3,0.09291809952279632,0.05364972738296148,0.1340095097642511,0.10851760528785755,0.06621258305693538,0.15276816131854667,0.13787996947608958,0.08970598615385297,0.18829855064467665,0.22057082318820956,0.16355697665332497,0.2876387298058577,,,,,,,,,,,,,,,,,,,,,
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2,0.12605712569591365,0.07511953485629227,0.1769300823075252,0.1451966090547233,0.09134549128072897,0.20202889814473168,0.18015217123430521,0.11851750739518072,0.2460230550750256,0.2802616352066838,0.20686580653278147,0.3601056557939104,,,,,,,,,,,,,,,,,,,,,
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1,0.2794153769100674,0.17729269496279965,0.36823016580415063,0.31446215439338027,0.20789298071394016,0.4072828766494332,0.38024003949577023,0.2640900782718167,0.48330192376278747,0.5592957135462772,0.42555616401142127,0.6799941042542526,,,,,,,,,,,,,,,,,,,,,
